EmpID,FirstName,LastName,StartDate,ExitDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeType,PayZone,TerminationType,DepartmentType,Division,DOB,State,GenderCode,LocationCode,RaceDesc,MaritalDesc,PerformanceScore,CurrentEmployeeRating,ExitYear,CleanedEmployeeStatus
1230,Joslyn,Patel,2022-03-04,,Production Technician I,Claire Baker,joslyn.patel@bilearner.com,CCDR,Contract,Zone C,,Production,Wireline Construction,1974-09-18,MA,Female,19697,Hispanic,Widowed,Fully Meets,3,,Active
1231,Colt,Archer,2020-03-07,,Production Manager,Michael Garcia,colt.archer@bilearner.com,EW,Contract,Zone B,,Production,Wireless,1994-10-03,MA,Female,50000,Black,Married,Fully Meets,3,,Active
1232,Abbigail,Cameron,2020-03-19,,Production Manager,Mrs. Leslie Simmons,abbigail.cameron@bilearner.com,MSC,Full-Time,Zone B,,Production,People Services,1947-03-17,MA,Female,35033,Other,Single,Fully Meets,3,,Active
1233,Anastasia,Escobar,2022-07-23,,Production Technician II,Hannah Cruz,anastasia.escobar@bilearner.com,WBL,Full-Time,Zone A,,Production,Wireline Construction,1992-05-07,MA,Male,50676,Other,Divorced,Fully Meets,3,,Active
1234,Ronin,Mclaughlin,2019-10-18,2021-10-03,Production Technician II,Claudia Atkinson,ronin.mclaughlin@bilearner.com,NEL,Full-Time,Zone A,Involuntary,Production,Sales & Marketing,1947-06-19,MA,Female,25148,Black,Divorced,Fully Meets,3,2021.0,Inactive
1235,Aliana,Pena,2020-04-14,,Production Technician II,Virginia Castro,aliana.pena@bilearner.com,PL,Full-Time,Zone B,,Production,General - Con,1998-05-17,MA,Female,96915,Other,Widowed,Fully Meets,3,,Active
1236,Ramon,Goodwin,2018-11-25,2019-07-25,Production Technician II,Tina Morgan,ramon.goodwin@bilearner.com,BPC,Part-Time,Zone B,Retirement,Production,Field Operations,1946-12-11,MA,Female,95167,White,Married,Fully Meets,3,2019.0,Inactive
1237,Cory,Saunders,2021-03-23,2022-08-26,Production Technician II,Nancy Gutierrez,cory.saunders@bilearner.com,CCDR,Part-Time,Zone A,Resignation,Production,Yard (Material Handling),1975-12-17,MA,Female,1223,Black,Divorced,Fully Meets,3,2022.0,Inactive
1238,Alessandra,Huynh,2020-10-27,2021-11-08,Production Technician I,Brandon Bates,alessandra.huynh@bilearner.com,SVG,Part-Time,Zone B,Voluntary,Production,Engineers,1968-09-12,MA,Female,31462,Other,Single,Fully Meets,3,2021.0,Inactive
1239,Maeve,Holmes,2022-06-11,2023-06-29,Production Technician I,Angela Brooks,maeve.holmes@bilearner.com,TNS,Part-Time,Zone C,Voluntary,Production,Splicing,2001-07-09,MA,Female,6735,Hispanic,Single,Fully Meets,3,2023.0,Inactive
1240,Alejandra,Mclean,2020-03-19,,Production Technician I,Katie Barry,alejandra.mclean@bilearner.com,PYZ,Contract,Zone B,,Production,Isp,1985-04-11,MA,Female,60585,Asian,Single,Fully Meets,3,,Active
1241,Reuben,Potter,2019-11-07,2022-12-07,Production Technician I,Craig Arias,reuben.potter@bilearner.com,WBL,Contract,Zone B,Retirement,Production,Field Operations,1992-03-13,MA,Female,46736,Black,Married,Fully Meets,3,2022.0,Inactive
1242,Marilyn,Greer,2023-04-24,,Production Technician I,Luke Carter,marilyn.greer@bilearner.com,NEL,Full-Time,Zone C,,Production,Wireline Construction,1959-03-18,MA,Female,35941,White,Married,Fully Meets,3,,Active
1243,Camila,Nichols,2020-06-04,,Production Technician I,Richard Oliver,camila.nichols@bilearner.com,PL,Contract,Zone A,,Production,General - Con,1979-03-07,MA,Female,11657,White,Widowed,Fully Meets,3,,Active
1244,Iris,Bruce,2022-05-23,,Production Technician I,Raymond Hernandez,iris.bruce@bilearner.com,BPC,Part-Time,Zone A,,Production,Isp,1954-02-11,MA,Male,72528,Asian,Married,Fully Meets,3,,Active
1245,Henry,Pratt,2019-05-17,,Production Technician I,James Clay,henry.pratt@bilearner.com,CCDR,Full-Time,Zone B,,Production,Engineers,1961-02-03,MA,Male,14705,White,Widowed,Fully Meets,3,,Active
1246,Kira,Soto,2018-09-28,2021-04-25,Production Technician I,Casey Dennis,kira.soto@bilearner.com,SVG,Part-Time,Zone B,Resignation,Production,Field Operations,1943-11-14,MA,Male,5254,Black,Widowed,Fully Meets,3,2021.0,Inactive
1247,Ashanti,Scott,2019-03-04,,Production Technician I,Lisa Gonzalez,ashanti.scott@bilearner.com,EW,Part-Time,Zone C,,Production,Wireless,1972-03-26,MA,Female,94026,Other,Single,Fully Meets,3,,Active
1248,Sarahi,Burke,2021-03-29,2021-12-01,Production Technician I,Theresa Miller,sarahi.burke@bilearner.com,MSC,Part-Time,Zone B,Resignation,Production,Underground,1988-09-09,MA,Female,90967,White,Divorced,Fully Meets,3,2021.0,Inactive
1249,Aimee,Terry,2019-07-07,2020-02-14,Production Technician I,Christopher Stewart,aimee.terry@bilearner.com,TNS,Full-Time,Zone A,Retirement,Production,Field Operations,1996-11-30,MA,Female,46879,Asian,Divorced,Fully Meets,3,2020.0,Inactive
1250,Jerimiah,Jackson,2018-09-06,,Production Technician I,Sheri Pearson,jerimiah.jackson@bilearner.com,BPC,Contract,Zone B,,Production,General - Sga,1990-12-08,MA,Female,70353,Black,Widowed,Fully Meets,3,,Active
1251,Callie,Murray,2018-09-25,,Production Technician I,Dennis Davis,callie.murray@bilearner.com,CCDR,Part-Time,Zone A,,Production,Splicing,1948-03-05,MA,Female,27888,Asian,Married,Fully Meets,3,,Active
1252,Fabian,Young,2022-03-11,2022-04-25,Production Manager,Timothy Hester,fabian.young@bilearner.com,EW,Part-Time,Zone A,Voluntary,Production,Project Management - Con,1982-02-21,MA,Female,36258,Asian,Divorced,Fully Meets,3,2022.0,Inactive
1253,Juliette,Morton,2020-07-13,2021-10-06,Production Manager,Thomas Baker,juliette.morton@bilearner.com,MSC,Part-Time,Zone A,Retirement,Production,Project Management - Con,1971-05-15,MA,Female,17844,Asian,Divorced,Fully Meets,3,2021.0,Inactive
1254,Alyvia,Sellers,2020-06-22,,Production Technician II,Tracy Ramos,alyvia.sellers@bilearner.com,WBL,Contract,Zone B,,Production,General - Con,1950-06-07,MA,Female,87263,White,Married,Fully Meets,3,,Active
1255,Tyler,Gay,2019-09-30,2021-03-02,Production Technician II,Alicia Lindsey,tyler.gay@bilearner.com,NEL,Full-Time,Zone A,Resignation,Production,General - Con,1984-11-24,MA,Female,8671,Black,Married,Fully Meets,3,2021.0,Inactive
1256,Noemi,Randall,2020-01-08,,Production Technician II,Adam Harmon,noemi.randall@bilearner.com,PL,Contract,Zone A,,Production,Wireline Construction,1991-08-14,MA,Female,16520,White,Widowed,Fully Meets,3,,Active
1257,Jazlene,Lozano,2021-10-16,,Production Technician II,Brandon Lane,jazlene.lozano@bilearner.com,BPC,Full-Time,Zone B,,Production,Engineers,1978-11-07,MA,Female,22868,Asian,Divorced,Fully Meets,3,,Active
1258,Jennifer,Salazar,2022-06-29,,Production Technician II,Jeremy Thomas,jennifer.salazar@bilearner.com,CCDR,Full-Time,Zone C,,Production,Aerial,1977-10-16,MA,Female,59954,Other,Widowed,Fully Meets,3,,Active
1259,Vaughn,Leonard,2022-05-01,2023-04-24,Production Technician I,Justin Phelps,vaughn.leonard@bilearner.com,SVG,Full-Time,Zone A,Retirement,Production,General - Con,1956-07-14,MA,Male,43998,White,Single,Fully Meets,3,2023.0,Inactive
1260,Caitlin,Robertson,2018-08-16,,Production Technician I,Tabitha Martin,caitlin.robertson@bilearner.com,TNS,Full-Time,Zone B,,Production,Project Management - Con,1957-06-18,MA,Female,75748,Asian,Married,Fully Meets,3,,Active
1261,Elyse,Huerta,2019-12-27,,Production Technician I,Katherine Huber,elyse.huerta@bilearner.com,PYZ,Part-Time,Zone C,,Production,Field Operations,1959-09-27,MA,Female,87591,Hispanic,Married,Fully Meets,3,,Active
1262,Kyle,Sanders,2021-07-01,2023-03-28,Production Technician I,James Benson,kyle.sanders@bilearner.com,WBL,Part-Time,Zone A,Retirement,Production,Engineers,1977-03-16,MA,Female,23777,Hispanic,Widowed,Fully Meets,3,2023.0,Inactive
1263,Barrett,Jennings,2022-10-20,,Production Technician I,Thomas Rogers,barrett.jennings@bilearner.com,NEL,Full-Time,Zone B,,Production,Shop (Fleet),1952-11-14,MA,Female,34732,Hispanic,Divorced,Fully Meets,3,,Active
1264,Darius,Koch,2019-02-15,,Production Technician I,Veronica Alexander MD,darius.koch@bilearner.com,PL,Full-Time,Zone C,,Production,Field Operations,1998-10-23,MA,Female,28097,Hispanic,Married,Fully Meets,3,,Active
1265,Kolton,Dawson,2022-01-17,2022-07-25,Production Technician I,Angela Jackson,kolton.dawson@bilearner.com,BPC,Part-Time,Zone C,Retirement,Production,Field Operations,1976-05-28,MA,Male,39841,Black,Widowed,Fully Meets,3,2022.0,Inactive
1266,Ciara,Cole,2021-11-14,2022-07-01,Production Technician I,Lisa Campbell,ciara.cole@bilearner.com,CCDR,Full-Time,Zone A,Involuntary,Production,Project Management - Con,1971-04-04,MA,Male,46871,Hispanic,Divorced,Fully Meets,3,2022.0,Inactive
1267,Virginia,Wallace,2020-11-14,2020-12-22,Production Technician I,Sophia Bowman,virginia.wallace@bilearner.com,SVG,Part-Time,Zone C,Voluntary,Production,General - Con,1971-09-11,MA,Female,91614,White,Divorced,Fully Meets,3,2020.0,Inactive
1268,Malik,Ochoa,2023-02-25,,Production Technician I,Chelsey Crawford,malik.ochoa@bilearner.com,EW,Part-Time,Zone A,,Production,General - Con,1961-12-26,MA,Female,89515,Other,Single,Fully Meets,3,,Active
1269,Elyse,Pratt,2022-08-23,,Production Technician I,Brianna Blanchard,elyse.pratt@bilearner.com,MSC,Contract,Zone A,,Production,Yard (Material Handling),1965-04-28,MA,Female,82774,Black,Divorced,Fully Meets,3,,Active
1270,Yahir,Hill,2019-05-01,2019-12-31,Production Technician I,Adam Miller,yahir.hill@bilearner.com,TNS,Part-Time,Zone C,Voluntary,Production,Field Operations,1967-10-17,MA,Female,79937,Hispanic,Married,Fully Meets,3,2019.0,Inactive
1271,Harley,Abbott,2020-04-26,,Production Technician I,Brenda Johnson,harley.abbott@bilearner.com,PYZ,Full-Time,Zone A,,Production,General - Sga,1951-11-16,MA,Female,95232,Asian,Widowed,Fully Meets,3,,Active
1272,Dawson,Pratt,2021-02-08,2022-07-15,Production Technician I,Natalie Shaffer,dawson.pratt@bilearner.com,WBL,Full-Time,Zone C,Involuntary,Production,General - Eng,1971-05-27,MA,Female,37465,Black,Single,Fully Meets,3,2022.0,Inactive
1273,Michaela,Smith,2020-10-29,2021-01-26,Production Manager,Rachel Wilkins,michaela.smith@bilearner.com,NEL,Contract,Zone A,Retirement,Production,General - Sga,1957-03-14,MA,Female,50409,Asian,Single,Fully Meets,3,2021.0,Inactive
1274,Lillie,Leblanc,2022-11-22,,Production Manager,Nicole Pierce,lillie.leblanc@bilearner.com,PL,Contract,Zone A,,Production,Engineers,1975-11-06,MA,Female,2006,Black,Single,Fully Meets,3,,Active
1275,Sincere,Rivera,2022-10-11,,Production Technician II,Nicole Gamble,sincere.rivera@bilearner.com,CCDR,Full-Time,Zone B,,Production,Aerial,1982-06-19,MA,Female,55846,Other,Single,Fully Meets,3,,Active
1276,Lucas,Good,2019-12-28,,Production Technician II,Lauren Gonzales,lucas.good@bilearner.com,EW,Full-Time,Zone A,,Production,General - Sga,1978-04-21,MA,Female,74245,White,Married,Fully Meets,3,,Active
1277,Jonas,Hernandez,2019-04-11,,Production Technician II,Margaret Murphy,jonas.hernandez@bilearner.com,MSC,Full-Time,Zone C,,Production,Splicing,1984-05-10,MA,Female,95565,Other,Single,Fully Meets,3,,Active
1278,Cason,Tyler,2020-10-26,,Production Technician II,Christine Oneill,cason.tyler@bilearner.com,NEL,Full-Time,Zone A,,Production,Field Operations,1955-08-13,MA,Female,89318,White,Divorced,Fully Meets,3,,Active
1279,Malachi,Singleton,2021-07-09,2023-01-27,Production Technician II,Regina Rogers,malachi.singleton@bilearner.com,PL,Part-Time,Zone B,Resignation,Production,Field Operations,1994-07-16,MA,Female,29507,White,Married,Fully Meets,3,2023.0,Inactive
1280,Natalie,Christensen,2022-01-12,,Production Technician I,Timothy Blackwell,natalie.christensen@bilearner.com,MSC,Full-Time,Zone C,,Production,General - Sga,1944-04-19,MA,Male,77219,Black,Single,Fully Meets,3,,Active
1281,Jordyn,Sheppard,2020-08-07,2021-07-20,Production Technician I,Jeffrey Bowen,jordyn.sheppard@bilearner.com,TNS,Part-Time,Zone A,Retirement,Production,Finance & Accounting,1968-12-19,MA,Female,30117,White,Widowed,Fully Meets,3,2021.0,Inactive
1282,Rohan,Matthews,2021-04-10,2022-11-19,Production Technician I,Eileen Rodriguez,rohan.matthews@bilearner.com,BPC,Part-Time,Zone A,Involuntary,Production,Catv,1980-12-28,MA,Female,30179,Black,Widowed,Fully Meets,3,2022.0,Inactive
1283,Taniya,Stafford,2021-01-11,,Production Technician I,Deborah Arnold,taniya.stafford@bilearner.com,CCDR,Full-Time,Zone C,,Production,General - Eng,2000-02-18,MA,Female,72581,Asian,Married,Fully Meets,3,,Active
1284,Cherish,Preston,2019-12-08,,Production Technician I,Chase Hardy,cherish.preston@bilearner.com,EW,Contract,Zone B,,Production,General - Eng,1985-01-28,MA,Female,39352,Other,Married,Fully Meets,3,,Active
1285,Briley,Hanson,2021-09-26,,Production Technician I,John Gonzalez,briley.hanson@bilearner.com,MSC,Part-Time,Zone C,,Production,General - Eng,1994-07-21,MA,Male,89374,Hispanic,Widowed,Fully Meets,3,,Active
1286,Hugo,Tate,2021-09-09,2021-10-28,Production Technician I,Jennifer Randall,hugo.tate@bilearner.com,NEL,Full-Time,Zone B,Voluntary,Production,Field Operations,1999-05-25,MA,Male,74629,Asian,Divorced,Fully Meets,3,2021.0,Inactive
1287,Daniel,Griffin,2020-09-19,2023-02-20,Production Technician I,Evelyn Diaz,daniel.griffin@bilearner.com,PL,Full-Time,Zone A,Retirement,Production,General - Con,1943-09-18,MA,Female,56136,Black,Widowed,Fully Meets,3,2023.0,Inactive
1288,Dakota,Salinas,2022-01-11,2022-10-26,Production Technician I,Justin Johnson,dakota.salinas@bilearner.com,PYZ,Full-Time,Zone C,Voluntary,Production,Aerial,1998-05-29,MA,Female,69514,Hispanic,Single,Fully Meets,3,2022.0,Inactive
1289,Janiyah,Ballard,2019-07-18,,Production Technician I,Kevin Pearson,janiyah.ballard@bilearner.com,SVG,Full-Time,Zone C,,Production,General - Con,1942-07-01,MA,Female,40307,Other,Single,Fully Meets,3,,Active
1290,Annika,Malone,2021-04-13,,Production Technician I,Bryan Salas,annika.malone@bilearner.com,TNS,Full-Time,Zone A,,Production,General - Sga,1996-05-14,MA,Female,57255,White,Married,Fully Meets,3,,Active
1291,Celeste,Lin,2023-06-17,2023-07-27,Production Technician I,Jeffery Williams,celeste.lin@bilearner.com,WBL,Contract,Zone B,Voluntary,Production,Engineers,1988-03-12,MA,Female,94486,Black,Divorced,Fully Meets,3,2023.0,Inactive
1292,Larissa,Warner,2018-10-27,,Production Technician I,Amy Hess,larissa.warner@bilearner.com,BPC,Full-Time,Zone A,,Production,Engineers,1943-06-27,MA,Female,28931,White,Divorced,Fully Meets,3,,Active
1293,Lawrence,Cross,2021-06-01,2023-04-29,Production Technician I,Ashley Craig,lawrence.cross@bilearner.com,CCDR,Contract,Zone B,Voluntary,Production,Wireline Construction,1993-10-21,MA,Female,60878,Asian,Single,Fully Meets,3,2023.0,Inactive
1294,Kara,Barnes,2023-04-07,2023-05-07,Production Manager,Lisa Ward,kara.barnes@bilearner.com,EW,Part-Time,Zone B,Voluntary,Production,Wireline Construction,1970-09-28,MA,Female,58589,Hispanic,Single,Fully Meets,3,2023.0,Inactive
1295,Emery,Schmidt,2021-06-13,,Production Technician II,Richard Santos,emery.schmidt@bilearner.com,PYZ,Full-Time,Zone A,,Production,General - Con,1970-10-24,MA,Female,26059,Other,Married,Fully Meets,3,,Active
1296,Adalyn,Vaughan,2019-03-13,2020-09-12,Production Technician II,Nathan Hill,adalyn.vaughan@bilearner.com,WBL,Full-Time,Zone B,Involuntary,Production,Field Operations,1985-01-27,MA,Female,94411,Asian,Widowed,Fully Meets,3,2020.0,Inactive
1297,Chase,Lloyd,2019-05-24,2021-10-09,Production Technician II,Cindy Smith,chase.lloyd@bilearner.com,NEL,Part-Time,Zone A,Resignation,Production,Isp,1968-08-08,MA,Female,46980,Other,Married,Fully Meets,3,2021.0,Inactive
1298,Hallie,Delacruz,2023-02-25,,Production Technician II,Gerald Dunlap,hallie.delacruz@bilearner.com,PL,Part-Time,Zone B,,Production,General - Con,1983-03-10,MA,Female,12398,Black,Married,Fully Meets,3,,Active
1299,Tia,Atkins,2020-03-24,,Production Technician II,Joseph Dixon,tia.atkins@bilearner.com,BPC,Contract,Zone B,,Production,Aerial,1953-10-10,MA,Female,95571,Asian,Widowed,Fully Meets,3,,Active
1300,Nia,Nicholson,2021-06-12,,Production Technician II,Angela Garcia,nia.nicholson@bilearner.com,CCDR,Contract,Zone B,,Production,Field Operations,1967-09-05,MA,Female,91189,Black,Married,Fully Meets,3,,Active
1301,Lilian,Norton,2019-03-22,2022-03-23,Production Technician I,Todd Nelson,lilian.norton@bilearner.com,MSC,Part-Time,Zone B,Retirement,Production,Field Operations,1950-03-28,MA,Female,62803,Asian,Widowed,Fully Meets,3,2022.0,Inactive
1302,Aliana,Pennington,2021-03-08,2022-12-17,Production Technician I,Aaron Mendoza,aliana.pennington@bilearner.com,TNS,Full-Time,Zone A,Voluntary,Production,Field Operations,2000-07-02,MA,Female,77552,Other,Married,Fully Meets,3,2022.0,Inactive
1303,Estrella,Benitez,2020-05-15,,Production Technician I,Crystal Taylor,estrella.benitez@bilearner.com,PYZ,Contract,Zone A,,Production,Finance & Accounting,1957-02-01,MA,Female,35973,Hispanic,Single,Fully Meets,3,,Active
1304,Kylie,Gilbert,2023-01-24,,Production Technician I,Amanda Barnes,kylie.gilbert@bilearner.com,WBL,Full-Time,Zone B,,Production,Safety,1996-02-13,MA,Female,47801,Asian,Widowed,Fully Meets,3,,Active
1305,Oscar,Munoz,2021-01-06,2022-12-30,Production Technician I,John Bradford,oscar.munoz@bilearner.com,NEL,Full-Time,Zone B,Resignation,Production,Field Operations,1998-11-14,MA,Male,1615,White,Married,Fully Meets,3,2022.0,Inactive
1306,Dane,Barton,2021-04-16,,Production Technician I,Christopher Norris,dane.barton@bilearner.com,PL,Part-Time,Zone B,,Production,Project Management - Con,1997-08-07,MA,Male,49042,Hispanic,Single,Fully Meets,3,,Active
1307,Dexter,Cline,2021-09-22,2021-10-25,Production Technician I,Mr. Danny Snow,dexter.cline@bilearner.com,BPC,Contract,Zone A,Voluntary,Production,Engineers,1981-02-24,MA,Male,94852,Black,Married,Fully Meets,3,2021.0,Inactive
1308,Atticus,Frost,2022-06-28,2023-03-07,Production Technician I,Isaac Foley,atticus.frost@bilearner.com,CCDR,Full-Time,Zone C,Retirement,Production,Project Management - Con,1980-10-03,MA,Female,60350,Asian,Divorced,Fully Meets,3,2023.0,Inactive
1309,Yamilet,Cohen,2020-08-17,,Production Technician I,Holly Pearson,yamilet.cohen@bilearner.com,SVG,Part-Time,Zone C,,Production,Field Operations,1980-05-15,MA,Female,41055,Other,Widowed,Fully Meets,3,,Active
1310,Emmalee,Reynolds,2023-04-03,2023-07-21,Production Technician I,Adam Vang,emmalee.reynolds@bilearner.com,EW,Part-Time,Zone B,Voluntary,Production,General - Con,1988-02-11,MA,Female,21439,Asian,Single,Fully Meets,3,2023.0,Inactive
1311,Moshe,Taylor,2023-05-26,2023-06-12,Production Technician I,Anna Townsend,moshe.taylor@bilearner.com,MSC,Full-Time,Zone C,Resignation,Production,Engineers,1987-02-22,MA,Male,32645,Asian,Single,Fully Meets,3,2023.0,Inactive
1312,Irene,Melton,2021-04-10,,Production Technician I,Edgar Moore,irene.melton@bilearner.com,TNS,Full-Time,Zone B,,Production,General - Eng,1997-08-09,MA,Female,47354,Black,Widowed,Fully Meets,3,,Active
1313,Eddie,Whitney,2023-04-18,,Production Technician I,Gary Nelson,eddie.whitney@bilearner.com,PYZ,Contract,Zone C,,Production,Field Operations,1957-12-04,MA,Female,64005,Hispanic,Single,Fully Meets,3,,Active
1314,Marcel,Gomez,2021-10-13,2023-06-21,Production Technician I,Andrea Fowler,marcel.gomez@bilearner.com,WBL,Contract,Zone C,Retirement,Production,General - Con,1996-08-30,MA,Female,91553,White,Divorced,Fully Meets,3,2023.0,Inactive
1315,Amy,Foster-Baker,2020-10-10,,Sr. Accountant,Gina Williams,amy.foster-baker@bilearner.com,NEL,Part-Time,Zone A,,Admin Offices,Splicing,1956-12-21,MA,Female,2050,Asian,Widowed,Fully Meets,3,,Active
1316,Janet,King,2019-01-20,2021-09-15,President & CEO,Michael West,janet.king@bilearner.com,CCDR,Part-Time,Zone A,Involuntary,Executive Office,Aerial,1955-10-24,MA,Female,1902,Asian,Single,Fully Meets,3,2021.0,Inactive
1317,Bonalyn,Boutwell,2021-05-09,2022-10-27,Sr. Accountant,Leslie Allen,bonalyn.boutwell@bilearner.com,MSC,Full-Time,Zone A,Involuntary,Admin Offices,Aerial,1950-11-23,MA,Female,2468,Black,Widowed,Fully Meets,3,2022.0,Inactive
1318,Nan,Singh,2023-07-29,2023-08-04,Administrative Assistant,Donald Decker,nan.singh@bilearner.com,WBL,Contract,Zone B,Retirement,Admin Offices,Field Operations,1984-05-14,MA,Female,2330,White,Divorced,Fully Meets,3,2023.0,Inactive
1319,Tyrone,Steans,2019-08-24,2022-12-14,Accountant I,Donald Richardson,tyrone.steans@bilearner.com,EW,Part-Time,Zone C,Involuntary,Admin Offices,Finance & Accounting,1964-07-23,MA,Male,2703,Asian,Married,Fully Meets,3,2022.0,Inactive
1320,Estelle,Howard,2018-12-25,,Administrative Assistant,James Bell,estelle.howard@bilearner.com,WBL,Part-Time,Zone B,,Admin Offices,Wireline Construction,1983-09-06,MA,Female,2170,White,Widowed,Fully Meets,3,,Active
1321,William,LaRotonda,2021-05-27,2021-08-24,Accountant I,Adrienne Roth,william.larotonda@bilearner.com,TNS,Contract,Zone A,Involuntary,Admin Offices,Project Management - Con,1958-03-16,MA,Male,1460,Black,Single,Fully Meets,3,2021.0,Inactive
1322,Mia,Brown,2023-02-02,2023-06-23,Accountant I,Jessica Blackwell,mia.brown@bilearner.com,TNS,Full-Time,Zone B,Resignation,Admin Offices,Executive,1985-05-18,MA,Female,1450,Hispanic,Widowed,Fully Meets,3,2023.0,Inactive
1323,Leigh Ann,Smith,2022-12-06,,Administrative Assistant,Mary Walker,leigh ann.smith@bilearner.com,PL,Full-Time,Zone B,,Admin Offices,Aerial,1953-03-19,MA,Female,1844,Black,Divorced,Fully Meets,3,,Active
1324,Peter,Foley,2021-07-23,,Accountant I,Derrick Garcia,peter.foley@bilearner.com,MSC,Part-Time,Zone A,,Admin Offices,General - Con,1986-10-28,MA,Female,11194,Hispanic,Single,Fully Meets,3,,Active
1325,Maximus,Carney,2019-11-16,,Accountant I,Jesus Golden,maximus.carney@bilearner.com,TNS,Contract,Zone B,,Admin Offices,Engineers,1982-05-02,MA,Female,60432,Black,Divorced,Fully Meets,3,,Active
1326,Jaida,Sweeney,2020-03-08,2021-11-07,Sr. Network Engineer,Mark Greene,jaida.sweeney@bilearner.com,PYZ,Full-Time,Zone A,Retirement,Admin Offices,General - Eng,1977-11-17,MA,Male,86677,White,Widowed,Fully Meets,3,2021.0,Inactive
1327,Rhys,Lawson,2019-01-14,,Sr. Network Engineer,Lisa Mills,rhys.lawson@bilearner.com,WBL,Part-Time,Zone B,,Admin Offices,Engineers,1960-02-20,MA,Male,93156,White,Single,Fully Meets,3,,Active
1328,Skyler,Robles,2020-02-29,2021-09-23,Sr. Network Engineer,Robert Sawyer,skyler.robles@bilearner.com,NEL,Part-Time,Zone C,Voluntary,IT/IS,Executive,1975-12-24,MA,Male,66733,Asian,Single,Fully Meets,3,2021.0,Inactive
1329,Allyson,Keller,2022-11-25,2023-04-12,Software Engineer,Desiree Bender,allyson.keller@bilearner.com,PL,Contract,Zone B,Resignation,Software Engineering,Field Operations,1958-11-01,MA,Male,77070,Black,Widowed,Fully Meets,3,2023.0,Inactive
1330,Eddie,Bauer,2022-09-15,2023-05-05,Accountant I,Jeremy Smith,eddie.bauer@bilearner.com,MSC,Full-Time,Zone A,Retirement,Admin Offices,General - Con,1990-03-01,MA,Female,66991,White,Divorced,Fully Meets,3,2023.0,Inactive
1331,Roger,Taylor,2021-08-11,,Accountant I,Mary Taylor,roger.taylor@bilearner.com,TNS,Full-Time,Zone C,,Admin Offices,People Services,1946-10-20,MA,Female,69431,Black,Widowed,Fully Meets,3,,Active
1332,Marshall,Sellers,2023-08-03,,Sr. Network Engineer,Barry Fitzgerald,marshall.sellers@bilearner.com,PYZ,Contract,Zone B,,Admin Offices,Wireline Construction,1946-10-22,MA,Male,12089,Hispanic,Divorced,Fully Meets,3,,Active
1333,Cloe,Mcgrath,2022-03-14,,Sr. Network Engineer,Tracey Clark,cloe.mcgrath@bilearner.com,WBL,Part-Time,Zone A,,IT/IS,Field Operations,1978-04-15,MA,Male,74486,Black,Divorced,Fully Meets,3,,Active
1334,Susan,Gordon,2020-09-01,2020-11-29,Sr. Network Engineer,Christina Knight,susan.gordon@bilearner.com,NEL,Full-Time,Zone B,Retirement,IT/IS,Underground,1952-09-23,MA,Male,15975,Other,Widowed,Fully Meets,3,2020.0,Inactive
1335,Makenna,Newton,2021-10-31,,Software Engineer,Debra Garza,makenna.newton@bilearner.com,NEL,Contract,Zone A,,Software Engineering,General - Con,1947-11-24,MA,Female,27425,White,Divorced,Fully Meets,3,,Active
1336,Kellen,Smith,2020-02-26,2023-03-30,Accountant I,Ashley Petersen,kellen.smith@bilearner.com,TNS,Full-Time,Zone A,Retirement,Admin Offices,Field Operations,1947-07-14,MA,Female,88247,Black,Married,Fully Meets,3,2023.0,Inactive
1337,Sherlyn,Carroll,2018-08-10,2021-12-07,Accountant I,Jamie Collins,sherlyn.carroll@bilearner.com,WBL,Full-Time,Zone A,Resignation,Admin Offices,General - Con,1953-03-30,MA,Female,71014,White,Single,Fully Meets,3,2021.0,Inactive
1338,Rogelio,Flores,2020-09-30,,Sr. Network Engineer,Stephen Ray,rogelio.flores@bilearner.com,BPC,Contract,Zone C,,Admin Offices,Shop (Fleet),1988-03-14,MA,Male,90987,Other,Widowed,Fully Meets,3,,Active
1339,Kadence,Gentry,2021-04-01,2022-08-14,Sr. Network Engineer,Michael Norton,kadence.gentry@bilearner.com,CCDR,Contract,Zone B,Retirement,IT/IS,Wireline Construction,1981-11-19,MA,Male,47635,Hispanic,Widowed,Fully Meets,3,2022.0,Inactive
1340,Willow,Golden,2021-03-21,2021-11-21,Sr. Network Engineer,Diane Ramirez,willow.golden@bilearner.com,EW,Full-Time,Zone B,Retirement,IT/IS,General - Eng,1945-03-22,MA,Male,37302,White,Divorced,Fully Meets,3,2021.0,Inactive
1341,Amiyah,Sims,2021-11-03,,Software Engineering Manager,Ralph Sloan,amiyah.sims@bilearner.com,CCDR,Part-Time,Zone C,,Software Engineering,Engineers,1979-02-22,MA,Female,76343,Hispanic,Single,Fully Meets,3,,Active
1342,Jeffery,Hogan,2019-06-22,2019-08-26,Accountant I,Mark Willis,jeffery.hogan@bilearner.com,EW,Full-Time,Zone B,Retirement,Admin Offices,Aerial,1985-06-30,MA,Female,2559,Asian,Single,Fully Meets,3,2019.0,Inactive
1343,Shaniya,Hamilton,2019-11-12,2023-05-19,Accountant I,Joshua Huber,shaniya.hamilton@bilearner.com,MSC,Contract,Zone B,Voluntary,Admin Offices,Shop (Fleet),1958-05-31,MA,Female,68008,White,Married,Fully Meets,3,2023.0,Inactive
